TABLE_NAME,STATE_CODE,DISTRICT_CODE,TOWN_CODE,AREA_NAME,MOTHER_TONGUE_CODE,MOTHER_TONGUE_NAME,TOTAL_P,TOTAL_M,TOTAL_F,RURAL_P,RURAL_M, RURAL_F,URBAN_P,URBAN_M, URBAN_F
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006340, Kumauni,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006353, Lamani/Lambadi,3313,1702,1611,0,0,0,3313,1702,1611
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006376, Magadhi/Magahi,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006400, Marwari,625,334,291,0,0,0,625,334,291
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006439, Pahari,7,5,2,0,0,0,7,5,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006489, Rajasthani,284,151,133,0,0,0,284,151,133
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006503, Sadan/Sadri,4,1,3,0,0,0,4,1,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006541, Sugali,12,6,6,0,0,0,12,6,6
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006999,6 Others,43,26,17,0,0,0,43,26,17
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007000,7 KANNADA,4379,2258,2121,0,0,0,4379,2258,2121
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007002, Badaga,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007016, Kannada,4373,2254,2119,0,0,0,4373,2254,2119
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007999,7 Others,5,4,1,0,0,0,5,4,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),008000,8 KASHMIRI ,79,42,37,0,0,0,79,42,37
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),008005, Kashmiri,79,42,37,0,0,0,79,42,37
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),009000,9 KONKANI,152,70,82,0,0,0,152,70,82
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),009011, Konkani,150,69,81,0,0,0,150,69,81
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),009016, Malwani,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),009028, Gorboli/Goru/Gorwani,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),010000,10 MAITHILI ,40,24,16,0,0,0,40,24,16
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),010008, Maithili,40,24,16,0,0,0,40,24,16
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),011000,11 MALAYALAM,2809,1458,1351,0,0,0,2809,1458,1351
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),011016, Malayalam,2809,1458,1351,0,0,0,2809,1458,1351
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),012000,12 MANIPURI ,48,25,23,0,0,0,48,25,23
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),012003, Manipuri,48,25,23,0,0,0,48,25,23
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),013000,13 MARATHI ,4659,2477,2182,0,0,0,4659,2477,2182
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),013071, Marathi,4659,2477,2182,0,0,0,4659,2477,2182
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),014000,14 NEPALI ,235,136,99,0,0,0,235,136,99
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),014011, Nepali,235,136,99,0,0,0,235,136,99
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),015000,15 ODIA ,2303,1295,1008,0,0,0,2303,1295,1008
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),015006, Bhatri,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),015043, Odia,2295,1290,1005,0,0,0,2295,1290,1005
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),015999,15 Others,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),016000,16 PUNJABI ,718,369,349,0,0,0,718,369,349
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),016038, Punjabi,718,369,349,0,0,0,718,369,349
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),017000,17 SANSKRIT ,11,8,3,0,0,0,11,8,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),017002, Sanskrit,11,8,3,0,0,0,11,8,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),018000,18 SANTALI ,6,3,3,0,0,0,6,3,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),018040, Santali,6,3,3,0,0,0,6,3,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),019000,19 SINDHI,153,75,78,0,0,0,153,75,78
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),019008, Kachchhi,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),019014, Sindhi,151,73,78,0,0,0,151,73,78
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),020000,20 TAMIL ,4525,2356,2169,0,0,0,4525,2356,2169
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),020027, Tamil,4492,2344,2148,0,0,0,4492,2344,2148
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),020029, Yerukala/Yerukula,33,12,21,0,0,0,33,12,21
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),021000,21 TELUGU ,228866,118268,110598,0,0,0,228866,118268,110598
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),021046, Telugu,228859,118265,110594,0,0,0,228859,118265,110594
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),021999,21 Others,7,3,4,0,0,0,7,3,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),022000,22 URDU,32704,16795,15909,0,0,0,32704,16795,15909
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),022015, Urdu,32699,16793,15906,0,0,0,32699,16793,15906
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),022999,22 Others,5,2,3,0,0,0,5,2,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),026000,26 ANGAMI ,9,1,8,0,0,0,9,1,8
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),026002, Angami,3,1,2,0,0,0,3,1,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),026999,26 Others,6,0,6,0,0,0,6,0,6
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),027000,27 AO ,6,0,6,0,0,0,6,0,6
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),027001, Ao,2,0,2,0,0,0,2,0,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),027999,27 Others,4,0,4,0,0,0,4,0,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),028000,28 ARABIC/ARBI ,60,38,22,0,0,0,60,38,22
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),028001, Arabic/Arbi,60,38,22,0,0,0,60,38,22
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),030000,30 BHILI/BHILODI ,5,2,3,0,0,0,5,2,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),030011, Chodhari,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),030035, Kokna/Kokni/Kukna,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),034000,34 CHAKHESANG ,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),034001, Chakhesang,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),035000,35 CHAKRU/CHOKRI ,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),035001, Chakru/Chokri,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),036000,36 CHANG ,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),036001, Chang,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),037000,37 COORGI/KODAGU ,5,4,1,0,0,0,5,4,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),037001, Coorgi/Kodagu,5,4,1,0,0,0,5,4,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),040000,40 ENGLISH ,224,112,112,0,0,0,224,112,112
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),040001, English,224,112,112,0,0,0,224,112,112
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),044000,44 GONDI,5,3,2,0,0,0,5,3,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),044007, Gondi,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),044999,44 Others,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),047000,47 HMAR,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),047001, Hmar,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),051000,51 KABUI ,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),051005, Rongmei,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),055000,55 KHASI ,6,2,4,0,0,0,6,2,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),055007, Khasi,6,2,4,0,0,0,6,2,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),056000,56 KHEZHA ,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),056003, Khezha,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),058000,58 KHOND/KONDH ,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),058006, Kuvi,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),066000,66 KONYAK ,6,1,5,0,0,0,6,1,5
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),066001, Konyak,6,1,5,0,0,0,6,1,5
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),069000,69 KOYA ,3,3,0,0,0,0,3,3,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),069002, Koya,3,3,0,0,0,0,3,3,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),071000,71 KUKI,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),071008, Kuki,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),072000,72 KURUKH/ORAON ,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),072024, Kurukh/Oraon,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),075000,75 LAHNDA ,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),075999,75 Others ,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),081000,81 LOTHA ,4,0,4,0,0,0,4,0,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),081001, Lotha,4,0,4,0,0,0,4,0,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),082000,82 LUSHAI/MIZO ,19,7,12,0,0,0,19,7,12
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),082005, Lushai/Mizo,19,7,12,0,0,0,19,7,12
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),083000,83 MALTO ,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),083002, Pahariya,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),084000,84 MAO,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),084001, Mao,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),091000,91 MUNDA,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),091009, Munda,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),092000,92 MUNDARI ,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),092005, Mundari,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),094000,94 NISSI/DAFLA ,2,0,2,0,0,0,2,0,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),094001, Apatani,2,0,2,0,0,0,2,0,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),100000,100 PHOM ,3,0,3,0,0,0,3,0,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),100001, Phom,3,0,3,0,0,0,3,0,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),104000,104 RENGMA ,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),104001, Rengma,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),116000,116 TRIPURI ,3,2,1,0,0,0,3,2,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),116007, Kokbarak,3,2,1,0,0,0,3,2,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),117000,117 TULU ,25,10,15,0,0,0,25,10,15
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),117009, Tulu,24,9,15,0,0,0,24,9,15
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),117999,117 Others ,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),124000,124 OTHERS,122,64,58,0,0,0,122,64,58
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),001000,1 ASSAMESE,64,40,24,0,0,0,64,40,24
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),001002, Assamese,64,40,24,0,0,0,64,40,24
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),002000,2 BENGALI ,1935,1032,903,0,0,0,1935,1032,903
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),002007, Bengali,1935,1032,903,0,0,0,1935,1032,903
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),003000,3 BODO ,3,2,1,0,0,0,3,2,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),003001, Bodo/Boro,3,2,1,0,0,0,3,2,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),004000,4 DOGRI ,21,15,6,0,0,0,21,15,6
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),004001, Dogri,21,15,6,0,0,0,21,15,6
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),005000,5 GUJARATI,1913,957,956,0,0,0,1913,957,956
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),005018, Gujarati,1801,895,906,0,0,0,1801,895,906
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),005057, Saurashtra/Saurashtri,18,11,7,0,0,0,18,11,7
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),005999,5 Others,94,51,43,0,0,0,94,51,43
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006000,6 HINDI ,26206,13851,12355,0,0,0,26206,13851,12355
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006066, Banjari,166,87,79,0,0,0,166,87,79
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006102, Bhojpuri,494,272,222,0,0,0,494,272,222
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006142, Chhattisgarhi,6,3,3,0,0,0,6,3,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006195, Garhwali,11,5,6,0,0,0,11,5,6
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006235, Haryanvi,13,9,4,0,0,0,13,9,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006240, Hindi,20356,10795,9561,0,0,0,20356,10795,9561
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006340, Kumauni,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006353, Lamani/Lambadi,2837,1440,1397,0,0,0,2837,1440,1397
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006376, Magadhi/Magahi,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006400, Marwari,1335,693,642,0,0,0,1335,693,642
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006439, Pahari,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006489, Rajasthani,418,232,186,0,0,0,418,232,186
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006541, Sugali,16,7,9,0,0,0,16,7,9
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006999,6 Others,548,303,245,0,0,0,548,303,245
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007000,7 KANNADA,5520,2882,2638,0,0,0,5520,2882,2638
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007002, Badaga,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007016, Kannada,5506,2873,2633,0,0,0,5506,2873,2633
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007999,7 Others,12,7,5,0,0,0,12,7,5
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),008000,8 KASHMIRI ,34,15,19,0,0,0,34,15,19
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),008005, Kashmiri,34,15,19,0,0,0,34,15,19
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),009000,9 KONKANI,130,67,63,0,0,0,130,67,63
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),009011, Konkani,129,66,63,0,0,0,129,66,63
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),009999,9 Others,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),010000,10 MAITHILI ,30,16,14,0,0,0,30,16,14
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),010008, Maithili,30,16,14,0,0,0,30,16,14
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),011000,11 MALAYALAM,3121,1607,1514,0,0,0,3121,1607,1514
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),011016, Malayalam,3121,1607,1514,0,0,0,3121,1607,1514
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),012000,12 MANIPURI ,20,10,10,0,0,0,20,10,10
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),012003, Manipuri,20,10,10,0,0,0,20,10,10
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),013000,13 MARATHI ,6146,3114,3032,0,0,0,6146,3114,3032
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),013071, Marathi,6143,3113,3030,0,0,0,6143,3113,3030
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),013999,13 Others,3,1,2,0,0,0,3,1,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),014000,14 NEPALI ,332,181,151,0,0,0,332,181,151
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),014011, Nepali,332,181,151,0,0,0,332,181,151
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),015000,15 ODIA ,3409,1902,1507,0,0,0,3409,1902,1507
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),015043, Odia,3404,1898,1506,0,0,0,3404,1898,1506
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),015999,15 Others,5,4,1,0,0,0,5,4,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),016000,16 PUNJABI ,1550,802,748,0,0,0,1550,802,748
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),016038, Punjabi,1550,802,748,0,0,0,1550,802,748
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),018000,18 SANTALI ,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),018040, Santali,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),019000,19 SINDHI,248,132,116,0,0,0,248,132,116
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),019014, Sindhi,248,132,116,0,0,0,248,132,116
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),020000,20 TAMIL ,4719,2356,2363,0,0,0,4719,2356,2363
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),020015, Korava,2,1,1,0,0,0,2,1,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),020027, Tamil,4631,2315,2316,0,0,0,4631,2315,2316
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),020029, Yerukala/Yerukula,86,40,46,0,0,0,86,40,46
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),021000,21 TELUGU ,442681,226561,216120,0,0,0,442681,226561,216120
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),021046, Telugu,442681,226561,216120,0,0,0,442681,226561,216120
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),022000,22 URDU,69264,35709,33555,0,0,0,69264,35709,33555
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),022015, Urdu,69259,35705,33554,0,0,0,69259,35705,33554
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),022999,22 Others,5,4,1,0,0,0,5,4,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),028000,28 ARABIC/ARBI ,15,5,10,0,0,0,15,5,10
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),028001, Arabic/Arbi,15,5,10,0,0,0,15,5,10
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),030000,30 BHILI/BHILODI ,114,36,78,0,0,0,114,36,78
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),030035, Kokna/Kokni/Kukna,6,2,4,0,0,0,6,2,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),030066, Paradhi,108,34,74,0,0,0,108,34,74
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),040000,40 ENGLISH ,360,183,177,0,0,0,360,183,177
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),040001, English,360,183,177,0,0,0,360,183,177
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),044000,44 GONDI,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),044013, Kalari,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),054000,54 KHARIA ,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),054005, Kharia,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),058000,58 KHOND/KONDH ,5,2,3,0,0,0,5,2,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),058006, Kuvi,5,2,3,0,0,0,5,2,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),064000,64 KOM,2,1,1,0,0,0,2,1,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),064001, Kom,2,1,1,0,0,0,2,1,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),069000,69 KOYA ,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),069002, Koya,4,2,2,0,0,0,4,2,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),072000,72 KURUKH/ORAON ,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),072024, Kurukh/Oraon,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),107000,107 SEMA,3,2,1,0,0,0,3,2,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),107002, Sema,3,2,1,0,0,0,3,2,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),117000,117 TULU ,8,4,4,0,0,0,8,4,4
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),117009, Tulu,7,4,3,0,0,0,7,4,3
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),117999,117 Others ,1,0,1,0,0,0,1,0,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),124000,124 OTHERS,128,64,64,0,0,0,128,64,64
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),001000,1 ASSAMESE,65,43,22,0,0,0,65,43,22
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),001002, Assamese,65,43,22,0,0,0,65,43,22
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),002000,2 BENGALI ,1142,631,511,0,0,0,1142,631,511
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),002007, Bengali,1142,631,511,0,0,0,1142,631,511
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),003000,3 BODO ,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),003001, Bodo/Boro,2,2,0,0,0,0,2,2,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),005000,5 GUJARATI,599,298,301,0,0,0,599,298,301
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),005018, Gujarati,503,253,250,0,0,0,503,253,250
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),005999,5 Others,96,45,51,0,0,0,96,45,51
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006000,6 HINDI ,29247,15762,13485,0,0,0,29247,15762,13485
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006066, Banjari,83,39,44,0,0,0,83,39,44
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006096, Bharmauri/Gaddi,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006102, Bhojpuri,971,579,392,0,0,0,971,579,392
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006173, Dhundhari,1,1,0,0,0,0,1,1,0
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006195, Garhwali,22,10,12,0,0,0,22,10,12
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006235, Haryanvi,47,24,23,0,0,0,47,24,23
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006240, Hindi,22685,12208,10477,0,0,0,22685,12208,10477
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006345, Kurmali Thar,6,4,2,0,0,0,6,4,2
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006353, Lamani/Lambadi,2848,1468,1380,0,0,0,2848,1468,1380
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006400, Marwari,902,482,420,0,0,0,902,482,420
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006439, Pahari,4,3,1,0,0,0,4,3,1
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006489, Rajasthani,355,195,160,0,0,0,355,195,160
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006541, Sugali,20,11,9,0,0,0,20,11,9
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),006999,6 Others,1302,737,565,0,0,0,1302,737,565
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007000,7 KANNADA,5958,3058,2900,0,0,0,5958,3058,2900
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007016, Kannada,5926,3042,2884,0,0,0,5926,3042,2884
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),007999,7 Others,32,16,16,0,0,0,32,16,16
C0116,28,537,802918,GHMC (M Corp. + OG) (Part),008000,8 KASHMIRI ,9,4,5,0,0,0,9,4,5
