TABLE_NAME,STATE_CODE,DISTRICT_CODE,TOWN_CODE,AREA_NAME,MOTHER_TONGUE_CODE,MOTHER_TONGUE_NAME,TOTAL_P,TOTAL_M,TOTAL_F,RURAL_P,RURAL_M, RURAL_F,URBAN_P,URBAN_M, URBAN_F
C0116,28,537,574243,Bandlaguda  (Jagir) (CT),040001, English,29,17,12,0,0,0,29,17,12
C0116,28,537,574243,Bandlaguda  (Jagir) (CT),124000,124 OTHERS,3,1,2,0,0,0,3,1,2
C0116,28,537,574244,Kismatpur (CT),002000,2 BENGALI ,3,1,2,0,0,0,3,1,2
C0116,28,537,574244,Kismatpur (CT),002007, Bengali,3,1,2,0,0,0,3,1,2
C0116,28,537,574244,Kismatpur (CT),006000,6 HINDI ,301,163,138,0,0,0,301,163,138
C0116,28,537,574244,Kismatpur (CT),006235, Haryanvi,5,3,2,0,0,0,5,3,2
C0116,28,537,574244,Kismatpur (CT),006240, Hindi,102,55,47,0,0,0,102,55,47
C0116,28,537,574244,Kismatpur (CT),006353, Lamani/Lambadi,171,90,81,0,0,0,171,90,81
C0116,28,537,574244,Kismatpur (CT),006400, Marwari,8,6,2,0,0,0,8,6,2
C0116,28,537,574244,Kismatpur (CT),006489, Rajasthani,15,9,6,0,0,0,15,9,6
C0116,28,537,574244,Kismatpur (CT),007000,7 KANNADA,38,20,18,0,0,0,38,20,18
C0116,28,537,574244,Kismatpur (CT),007016, Kannada,38,20,18,0,0,0,38,20,18
C0116,28,537,574244,Kismatpur (CT),011000,11 MALAYALAM,16,7,9,0,0,0,16,7,9
C0116,28,537,574244,Kismatpur (CT),011016, Malayalam,16,7,9,0,0,0,16,7,9
C0116,28,537,574244,Kismatpur (CT),013000,13 MARATHI ,13,8,5,0,0,0,13,8,5
C0116,28,537,574244,Kismatpur (CT),013071, Marathi,13,8,5,0,0,0,13,8,5
C0116,28,537,574244,Kismatpur (CT),014000,14 NEPALI ,8,6,2,0,0,0,8,6,2
C0116,28,537,574244,Kismatpur (CT),014011, Nepali,8,6,2,0,0,0,8,6,2
C0116,28,537,574244,Kismatpur (CT),015000,15 ODIA ,8,4,4,0,0,0,8,4,4
C0116,28,537,574244,Kismatpur (CT),015043, Odia,8,4,4,0,0,0,8,4,4
C0116,28,537,574244,Kismatpur (CT),020000,20 TAMIL ,30,16,14,0,0,0,30,16,14
C0116,28,537,574244,Kismatpur (CT),020027, Tamil,30,16,14,0,0,0,30,16,14
C0116,28,537,574244,Kismatpur (CT),021000,21 TELUGU ,4946,2483,2463,0,0,0,4946,2483,2463
C0116,28,537,574244,Kismatpur (CT),021046, Telugu,4946,2483,2463,0,0,0,4946,2483,2463
C0116,28,537,574244,Kismatpur (CT),022000,22 URDU,1921,984,937,0,0,0,1921,984,937
C0116,28,537,574244,Kismatpur (CT),022015, Urdu,1921,984,937,0,0,0,1921,984,937
C0116,28,537,574244,Kismatpur (CT),040000,40 ENGLISH ,4,1,3,0,0,0,4,1,3
C0116,28,537,574244,Kismatpur (CT),040001, English,4,1,3,0,0,0,4,1,3
C0116,28,537,574503,Navandgi (CT),002000,2 BENGALI ,6,3,3,0,0,0,6,3,3
C0116,28,537,574503,Navandgi (CT),002007, Bengali,6,3,3,0,0,0,6,3,3
C0116,28,537,574503,Navandgi (CT),006000,6 HINDI ,1297,656,641,0,0,0,1297,656,641
C0116,28,537,574503,Navandgi (CT),006240, Hindi,382,196,186,0,0,0,382,196,186
C0116,28,537,574503,Navandgi (CT),006353, Lamani/Lambadi,904,454,450,0,0,0,904,454,450
C0116,28,537,574503,Navandgi (CT),006400, Marwari,11,6,5,0,0,0,11,6,5
C0116,28,537,574503,Navandgi (CT),007000,7 KANNADA,117,58,59,0,0,0,117,58,59
C0116,28,537,574503,Navandgi (CT),007016, Kannada,117,58,59,0,0,0,117,58,59
C0116,28,537,574503,Navandgi (CT),011000,11 MALAYALAM,1,0,1,0,0,0,1,0,1
C0116,28,537,574503,Navandgi (CT),011016, Malayalam,1,0,1,0,0,0,1,0,1
C0116,28,537,574503,Navandgi (CT),013000,13 MARATHI ,433,230,203,0,0,0,433,230,203
C0116,28,537,574503,Navandgi (CT),013071, Marathi,433,230,203,0,0,0,433,230,203
C0116,28,537,574503,Navandgi (CT),015000,15 ODIA ,4,1,3,0,0,0,4,1,3
C0116,28,537,574503,Navandgi (CT),015043, Odia,4,1,3,0,0,0,4,1,3
C0116,28,537,574503,Navandgi (CT),020000,20 TAMIL ,17,9,8,0,0,0,17,9,8
C0116,28,537,574503,Navandgi (CT),020029, Yerukala/Yerukula,17,9,8,0,0,0,17,9,8
C0116,28,537,574503,Navandgi (CT),021000,21 TELUGU ,3203,1564,1639,0,0,0,3203,1564,1639
C0116,28,537,574503,Navandgi (CT),021046, Telugu,3203,1564,1639,0,0,0,3203,1564,1639
C0116,28,537,574503,Navandgi (CT),022000,22 URDU,1631,871,760,0,0,0,1631,871,760
C0116,28,537,574503,Navandgi (CT),022015, Urdu,1631,871,760,0,0,0,1631,871,760
C0116,28,537,574503,Navandgi (CT),124000,124 OTHERS,2,1,1,0,0,0,2,1,1
C0116,28,537,574760,Shamshabad (CT),001000,1 ASSAMESE,34,20,14,0,0,0,34,20,14
C0116,28,537,574760,Shamshabad (CT),001002, Assamese,34,20,14,0,0,0,34,20,14
C0116,28,537,574760,Shamshabad (CT),002000,2 BENGALI ,128,76,52,0,0,0,128,76,52
C0116,28,537,574760,Shamshabad (CT),002007, Bengali,124,73,51,0,0,0,124,73,51
C0116,28,537,574760,Shamshabad (CT),002011, Chakma,4,3,1,0,0,0,4,3,1
C0116,28,537,574760,Shamshabad (CT),005000,5 GUJARATI,127,73,54,0,0,0,127,73,54
C0116,28,537,574760,Shamshabad (CT),005018, Gujarati,126,72,54,0,0,0,126,72,54
C0116,28,537,574760,Shamshabad (CT),005999,5 Others,1,1,0,0,0,0,1,1,0
C0116,28,537,574760,Shamshabad (CT),006000,6 HINDI ,2578,1403,1175,0,0,0,2578,1403,1175
C0116,28,537,574760,Shamshabad (CT),006066, Banjari,6,3,3,0,0,0,6,3,3
C0116,28,537,574760,Shamshabad (CT),006102, Bhojpuri,51,26,25,0,0,0,51,26,25
C0116,28,537,574760,Shamshabad (CT),006240, Hindi,2063,1160,903,0,0,0,2063,1160,903
C0116,28,537,574760,Shamshabad (CT),006353, Lamani/Lambadi,340,149,191,0,0,0,340,149,191
C0116,28,537,574760,Shamshabad (CT),006400, Marwari,61,31,30,0,0,0,61,31,30
C0116,28,537,574760,Shamshabad (CT),006489, Rajasthani,51,30,21,0,0,0,51,30,21
C0116,28,537,574760,Shamshabad (CT),006999,6 Others,6,4,2,0,0,0,6,4,2
C0116,28,537,574760,Shamshabad (CT),007000,7 KANNADA,153,87,66,0,0,0,153,87,66
C0116,28,537,574760,Shamshabad (CT),007016, Kannada,153,87,66,0,0,0,153,87,66
C0116,28,537,574760,Shamshabad (CT),008000,8 KASHMIRI ,1,1,0,0,0,0,1,1,0
C0116,28,537,574760,Shamshabad (CT),008005, Kashmiri,1,1,0,0,0,0,1,1,0
C0116,28,537,574760,Shamshabad (CT),009000,9 KONKANI,3,0,3,0,0,0,3,0,3
C0116,28,537,574760,Shamshabad (CT),009011, Konkani,3,0,3,0,0,0,3,0,3
C0116,28,537,574760,Shamshabad (CT),010000,10 MAITHILI ,12,5,7,0,0,0,12,5,7
C0116,28,537,574760,Shamshabad (CT),010008, Maithili,12,5,7,0,0,0,12,5,7
C0116,28,537,574760,Shamshabad (CT),011000,11 MALAYALAM,139,77,62,0,0,0,139,77,62
C0116,28,537,574760,Shamshabad (CT),011016, Malayalam,139,77,62,0,0,0,139,77,62
C0116,28,537,574760,Shamshabad (CT),012000,12 MANIPURI ,7,6,1,0,0,0,7,6,1
C0116,28,537,574760,Shamshabad (CT),012003, Manipuri,7,6,1,0,0,0,7,6,1
C0116,28,537,574760,Shamshabad (CT),013000,13 MARATHI ,288,160,128,0,0,0,288,160,128
C0116,28,537,574760,Shamshabad (CT),013071, Marathi,288,160,128,0,0,0,288,160,128
C0116,28,537,574760,Shamshabad (CT),014000,14 NEPALI ,21,9,12,0,0,0,21,9,12
C0116,28,537,574760,Shamshabad (CT),014011, Nepali,21,9,12,0,0,0,21,9,12
C0116,28,537,574760,Shamshabad (CT),015000,15 ODIA ,280,151,129,0,0,0,280,151,129
C0116,28,537,574760,Shamshabad (CT),015043, Odia,280,151,129,0,0,0,280,151,129
C0116,28,537,574760,Shamshabad (CT),016000,16 PUNJABI ,41,24,17,0,0,0,41,24,17
C0116,28,537,574760,Shamshabad (CT),016038, Punjabi,41,24,17,0,0,0,41,24,17
C0116,28,537,574760,Shamshabad (CT),018000,18 SANTALI ,1,1,0,0,0,0,1,1,0
C0116,28,537,574760,Shamshabad (CT),018040, Santali,1,1,0,0,0,0,1,1,0
C0116,28,537,574760,Shamshabad (CT),020000,20 TAMIL ,228,133,95,0,0,0,228,133,95
C0116,28,537,574760,Shamshabad (CT),020027, Tamil,216,128,88,0,0,0,216,128,88
C0116,28,537,574760,Shamshabad (CT),020029, Yerukala/Yerukula,12,5,7,0,0,0,12,5,7
C0116,28,537,574760,Shamshabad (CT),021000,21 TELUGU ,21773,11235,10538,0,0,0,21773,11235,10538
C0116,28,537,574760,Shamshabad (CT),021046, Telugu,21773,11235,10538,0,0,0,21773,11235,10538
C0116,28,537,574760,Shamshabad (CT),022000,22 URDU,6744,3462,3282,0,0,0,6744,3462,3282
C0116,28,537,574760,Shamshabad (CT),022015, Urdu,6742,3460,3282,0,0,0,6742,3460,3282
C0116,28,537,574760,Shamshabad (CT),022999,22 Others,2,2,0,0,0,0,2,2,0
C0116,28,537,574760,Shamshabad (CT),030000,30 BHILI/BHILODI ,5,3,2,0,0,0,5,3,2
C0116,28,537,574760,Shamshabad (CT),030066, Paradhi,5,3,2,0,0,0,5,3,2
C0116,28,537,574760,Shamshabad (CT),040000,40 ENGLISH ,7,3,4,0,0,0,7,3,4
C0116,28,537,574760,Shamshabad (CT),040001, English,7,3,4,0,0,0,7,3,4
C0116,28,537,574760,Shamshabad (CT),071000,71 KUKI,2,2,0,0,0,0,2,2,0
C0116,28,537,574760,Shamshabad (CT),071008, Kuki,2,2,0,0,0,0,2,2,0
C0116,28,537,574760,Shamshabad (CT),072000,72 KURUKH/ORAON ,4,2,2,0,0,0,4,2,2
C0116,28,537,574760,Shamshabad (CT),072024, Kurukh/Oraon,4,2,2,0,0,0,4,2,2
C0116,28,537,574760,Shamshabad (CT),124000,124 OTHERS,7,2,5,0,0,0,7,2,5
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),006000,6 HINDI ,387,158,229,0,0,0,387,158,229
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),006240, Hindi,145,83,62,0,0,0,145,83,62
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),006353, Lamani/Lambadi,232,70,162,0,0,0,232,70,162
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),006400, Marwari,1,0,1,0,0,0,1,0,1
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),006999,6 Others,9,5,4,0,0,0,9,5,4
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),007000,7 KANNADA,16,5,11,0,0,0,16,5,11
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),007016, Kannada,16,5,11,0,0,0,16,5,11
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),013000,13 MARATHI ,54,27,27,0,0,0,54,27,27
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),013071, Marathi,54,27,27,0,0,0,54,27,27
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),014000,14 NEPALI ,1,1,0,0,0,0,1,1,0
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),014011, Nepali,1,1,0,0,0,0,1,1,0
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),015000,15 ODIA ,1,0,1,0,0,0,1,0,1
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),015043, Odia,1,0,1,0,0,0,1,0,1
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),016000,16 PUNJABI ,3,3,0,0,0,0,3,3,0
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),016038, Punjabi,3,3,0,0,0,0,3,3,0
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),020000,20 TAMIL ,1,0,1,0,0,0,1,0,1
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),020029, Yerukala/Yerukula,1,0,1,0,0,0,1,0,1
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),021000,21 TELUGU ,9921,4864,5057,0,0,0,9921,4864,5057
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),021046, Telugu,9921,4864,5057,0,0,0,9921,4864,5057
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),022000,22 URDU,1963,909,1054,0,0,0,1963,909,1054
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),022015, Urdu,1963,909,1054,0,0,0,1963,909,1054
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),040000,40 ENGLISH ,2,2,0,0,0,0,2,2,0
C0116,28,537,574853,Ibrahimpatnam (Bagath) (CT),040001, English,2,2,0,0,0,0,2,2,0
C0116,28,538,000000,Mahbubnagar,001000,1 ASSAMESE,4,2,2,0,0,0,4,2,2
C0116,28,538,000000,Mahbubnagar,001002, Assamese,4,2,2,0,0,0,4,2,2
C0116,28,538,000000,Mahbubnagar,002000,2 BENGALI ,113,74,39,0,0,0,113,74,39
C0116,28,538,000000,Mahbubnagar,002007, Bengali,113,74,39,0,0,0,113,74,39
C0116,28,538,000000,Mahbubnagar,005000,5 GUJARATI,553,279,274,0,0,0,553,279,274
C0116,28,538,000000,Mahbubnagar,005018, Gujarati,331,171,160,0,0,0,331,171,160
C0116,28,538,000000,Mahbubnagar,005999,5 Others,222,108,114,0,0,0,222,108,114
C0116,28,538,000000,Mahbubnagar,006000,6 HINDI ,20064,11164,8900,0,0,0,20064,11164,8900
C0116,28,538,000000,Mahbubnagar,006066, Banjari,111,50,61,0,0,0,111,50,61
C0116,28,538,000000,Mahbubnagar,006102, Bhojpuri,217,129,88,0,0,0,217,129,88
C0116,28,538,000000,Mahbubnagar,006240, Hindi,7294,3980,3314,0,0,0,7294,3980,3314
C0116,28,538,000000,Mahbubnagar,006353, Lamani/Lambadi,10768,6130,4638,0,0,0,10768,6130,4638
C0116,28,538,000000,Mahbubnagar,006400, Marwari,655,362,293,0,0,0,655,362,293
C0116,28,538,000000,Mahbubnagar,006489, Rajasthani,291,149,142,0,0,0,291,149,142
C0116,28,538,000000,Mahbubnagar,006541, Sugali,5,3,2,0,0,0,5,3,2
C0116,28,538,000000,Mahbubnagar,006999,6 Others,723,361,362,0,0,0,723,361,362
C0116,28,538,000000,Mahbubnagar,007000,7 KANNADA,4757,2324,2433,0,0,0,4757,2324,2433
C0116,28,538,000000,Mahbubnagar,007016, Kannada,4755,2323,2432,0,0,0,4755,2323,2432
C0116,28,538,000000,Mahbubnagar,007999,7 Others,2,1,1,0,0,0,2,1,1
C0116,28,538,000000,Mahbubnagar,009000,9 KONKANI,2,2,0,0,0,0,2,2,0
C0116,28,538,000000,Mahbubnagar,009011, Konkani,2,2,0,0,0,0,2,2,0
C0116,28,538,000000,Mahbubnagar,010000,10 MAITHILI ,33,19,14,0,0,0,33,19,14
C0116,28,538,000000,Mahbubnagar,010008, Maithili,33,19,14,0,0,0,33,19,14
C0116,28,538,000000,Mahbubnagar,011000,11 MALAYALAM,231,114,117,0,0,0,231,114,117
C0116,28,538,000000,Mahbubnagar,011016, Malayalam,231,114,117,0,0,0,231,114,117
C0116,28,538,000000,Mahbubnagar,013000,13 MARATHI ,6666,3379,3287,0,0,0,6666,3379,3287
C0116,28,538,000000,Mahbubnagar,013004, Are,3,1,2,0,0,0,3,1,2
C0116,28,538,000000,Mahbubnagar,013071, Marathi,6663,3378,3285,0,0,0,6663,3378,3285
C0116,28,538,000000,Mahbubnagar,014000,14 NEPALI ,76,39,37,0,0,0,76,39,37
C0116,28,538,000000,Mahbubnagar,014011, Nepali,76,39,37,0,0,0,76,39,37
C0116,28,538,000000,Mahbubnagar,015000,15 ODIA ,700,491,209,0,0,0,700,491,209
C0116,28,538,000000,Mahbubnagar,015006, Bhatri,1,1,0,0,0,0,1,1,0
C0116,28,538,000000,Mahbubnagar,015043, Odia,699,490,209,0,0,0,699,490,209
C0116,28,538,000000,Mahbubnagar,016000,16 PUNJABI ,103,52,51,0,0,0,103,52,51
C0116,28,538,000000,Mahbubnagar,016038, Punjabi,103,52,51,0,0,0,103,52,51
C0116,28,538,000000,Mahbubnagar,017000,17 SANSKRIT ,16,7,9,0,0,0,16,7,9
C0116,28,538,000000,Mahbubnagar,017002, Sanskrit,16,7,9,0,0,0,16,7,9
C0116,28,538,000000,Mahbubnagar,019000,19 SINDHI,16,9,7,0,0,0,16,9,7
C0116,28,538,000000,Mahbubnagar,019008, Kachchhi,16,9,7,0,0,0,16,9,7
C0116,28,538,000000,Mahbubnagar,020000,20 TAMIL ,1248,644,604,0,0,0,1248,644,604
C0116,28,538,000000,Mahbubnagar,020027, Tamil,425,222,203,0,0,0,425,222,203
C0116,28,538,000000,Mahbubnagar,020029, Yerukala/Yerukula,823,422,401,0,0,0,823,422,401
C0116,28,538,000000,Mahbubnagar,021000,21 TELUGU ,425138,214254,210884,0,0,0,425138,214254,210884
C0116,28,538,000000,Mahbubnagar,021046, Telugu,425130,214249,210881,0,0,0,425130,214249,210881
C0116,28,538,000000,Mahbubnagar,021999,21 Others,8,5,3,0,0,0,8,5,3
C0116,28,538,000000,Mahbubnagar,022000,22 URDU,146950,74558,72392,0,0,0,146950,74558,72392
C0116,28,538,000000,Mahbubnagar,022015, Urdu,146950,74558,72392,0,0,0,146950,74558,72392
C0116,28,538,000000,Mahbubnagar,028000,28 ARABIC/ARBI ,2,1,1,0,0,0,2,1,1
C0116,28,538,000000,Mahbubnagar,028001, Arabic/Arbi,2,1,1,0,0,0,2,1,1
C0116,28,538,000000,Mahbubnagar,032000,32 BHUMIJ ,4,1,3,0,0,0,4,1,3
C0116,28,538,000000,Mahbubnagar,032999,32 Others,4,1,3,0,0,0,4,1,3
C0116,28,538,000000,Mahbubnagar,040000,40 ENGLISH ,82,40,42,0,0,0,82,40,42
C0116,28,538,000000,Mahbubnagar,040001, English,82,40,42,0,0,0,82,40,42
C0116,28,538,000000,Mahbubnagar,055000,55 KHASI ,1,1,0,0,0,0,1,1,0
C0116,28,538,000000,Mahbubnagar,055009, Lyngngam,1,1,0,0,0,0,1,1,0
C0116,28,538,000000,Mahbubnagar,069000,69 KOYA ,5,1,4,0,0,0,5,1,4
C0116,28,538,000000,Mahbubnagar,069002, Koya,5,1,4,0,0,0,5,1,4
C0116,28,538,000000,Mahbubnagar,106000,106 SAVARA,36,19,17,0,0,0,36,19,17
C0116,28,538,000000,Mahbubnagar,106004, Savara,36,19,17,0,0,0,36,19,17
C0116,28,538,000000,Mahbubnagar,117000,117 TULU ,1,1,0,0,0,0,1,1,0
C0116,28,538,000000,Mahbubnagar,117009, Tulu,1,1,0,0,0,0,1,1,0
C0116,28,538,000000,Mahbubnagar,124000,124 OTHERS,891,473,418,0,0,0,891,473,418
C0116,28,538,802922,Mahbubnagar (M + OG),002000,2 BENGALI ,37,22,15,0,0,0,37,22,15
C0116,28,538,802922,Mahbubnagar (M + OG),002007, Bengali,37,22,15,0,0,0,37,22,15
C0116,28,538,802922,Mahbubnagar (M + OG),005000,5 GUJARATI,148,74,74,0,0,0,148,74,74
C0116,28,538,802922,Mahbubnagar (M + OG),005018, Gujarati,127,61,66,0,0,0,127,61,66
C0116,28,538,802922,Mahbubnagar (M + OG),005999,5 Others,21,13,8,0,0,0,21,13,8
C0116,28,538,802922,Mahbubnagar (M + OG),006000,6 HINDI ,3839,1982,1857,0,0,0,3839,1982,1857
C0116,28,538,802922,Mahbubnagar (M + OG),006240, Hindi,1543,789,754,0,0,0,1543,789,754
C0116,28,538,802922,Mahbubnagar (M + OG),006353, Lamani/Lambadi,2118,1099,1019,0,0,0,2118,1099,1019
C0116,28,538,802922,Mahbubnagar (M + OG),006400, Marwari,104,55,49,0,0,0,104,55,49
C0116,28,538,802922,Mahbubnagar (M + OG),006489, Rajasthani,69,36,33,0,0,0,69,36,33
C0116,28,538,802922,Mahbubnagar (M + OG),006541, Sugali,1,1,0,0,0,0,1,1,0
C0116,28,538,802922,Mahbubnagar (M + OG),006999,6 Others,4,2,2,0,0,0,4,2,2
C0116,28,538,802922,Mahbubnagar (M + OG),007000,7 KANNADA,857,424,433,0,0,0,857,424,433
C0116,28,538,802922,Mahbubnagar (M + OG),007016, Kannada,856,423,433,0,0,0,856,423,433
C0116,28,538,802922,Mahbubnagar (M + OG),007999,7 Others,1,1,0,0,0,0,1,1,0
C0116,28,538,802922,Mahbubnagar (M + OG),009000,9 KONKANI,2,2,0,0,0,0,2,2,0
C0116,28,538,802922,Mahbubnagar (M + OG),009011, Konkani,2,2,0,0,0,0,2,2,0
C0116,28,538,802922,Mahbubnagar (M + OG),010000,10 MAITHILI ,2,1,1,0,0,0,2,1,1
C0116,28,538,802922,Mahbubnagar (M + OG),010008, Maithili,2,1,1,0,0,0,2,1,1
C0116,28,538,802922,Mahbubnagar (M + OG),011000,11 MALAYALAM,32,18,14,0,0,0,32,18,14
C0116,28,538,802922,Mahbubnagar (M + OG),011016, Malayalam,32,18,14,0,0,0,32,18,14
C0116,28,538,802922,Mahbubnagar (M + OG),013000,13 MARATHI ,1496,773,723,0,0,0,1496,773,723
C0116,28,538,802922,Mahbubnagar (M + OG),013071, Marathi,1496,773,723,0,0,0,1496,773,723
C0116,28,538,802922,Mahbubnagar (M + OG),014000,14 NEPALI ,3,1,2,0,0,0,3,1,2
C0116,28,538,802922,Mahbubnagar (M + OG),014011, Nepali,3,1,2,0,0,0,3,1,2
C0116,28,538,802922,Mahbubnagar (M + OG),015000,15 ODIA ,41,25,16,0,0,0,41,25,16
C0116,28,538,802922,Mahbubnagar (M + OG),015043, Odia,41,25,16,0,0,0,41,25,16
C0116,28,538,802922,Mahbubnagar (M + OG),016000,16 PUNJABI ,40,23,17,0,0,0,40,23,17
C0116,28,538,802922,Mahbubnagar (M + OG),016038, Punjabi,40,23,17,0,0,0,40,23,17
C0116,28,538,802922,Mahbubnagar (M + OG),017000,17 SANSKRIT ,4,2,2,0,0,0,4,2,2
C0116,28,538,802922,Mahbubnagar (M + OG),017002, Sanskrit,4,2,2,0,0,0,4,2,2
C0116,28,538,802922,Mahbubnagar (M + OG),019000,19 SINDHI,10,5,5,0,0,0,10,5,5
C0116,28,538,802922,Mahbubnagar (M + OG),019008, Kachchhi,10,5,5,0,0,0,10,5,5
C0116,28,538,802922,Mahbubnagar (M + OG),020000,20 TAMIL ,148,74,74,0,0,0,148,74,74
C0116,28,538,802922,Mahbubnagar (M + OG),020027, Tamil,99,50,49,0,0,0,99,50,49
C0116,28,538,802922,Mahbubnagar (M + OG),020029, Yerukala/Yerukula,49,24,25,0,0,0,49,24,25
C0116,28,538,802922,Mahbubnagar (M + OG),021000,21 TELUGU ,119553,60023,59530,0,0,0,119553,60023,59530
C0116,28,538,802922,Mahbubnagar (M + OG),021046, Telugu,119553,60023,59530,0,0,0,119553,60023,59530
C0116,28,538,802922,Mahbubnagar (M + OG),022000,22 URDU,64104,32651,31453,0,0,0,64104,32651,31453
C0116,28,538,802922,Mahbubnagar (M + OG),022015, Urdu,64104,32651,31453,0,0,0,64104,32651,31453
C0116,28,538,802922,Mahbubnagar (M + OG),028000,28 ARABIC/ARBI ,1,1,0,0,0,0,1,1,0
C0116,28,538,802922,Mahbubnagar (M + OG),028001, Arabic/Arbi,1,1,0,0,0,0,1,1,0
C0116,28,538,802922,Mahbubnagar (M + OG),040000,40 ENGLISH ,36,17,19,0,0,0,36,17,19
C0116,28,538,802922,Mahbubnagar (M + OG),040001, English,36,17,19,0,0,0,36,17,19
C0116,28,538,802922,Mahbubnagar (M + OG),055000,55 KHASI ,1,1,0,0,0,0,1,1,0
C0116,28,538,802922,Mahbubnagar (M + OG),055009, Lyngngam,1,1,0,0,0,0,1,1,0
C0116,28,538,802922,Mahbubnagar (M + OG),069000,69 KOYA ,1,0,1,0,0,0,1,0,1
C0116,28,538,802922,Mahbubnagar (M + OG),069002, Koya,1,0,1,0,0,0,1,0,1
C0116,28,538,802922,Mahbubnagar (M + OG),124000,124 OTHERS,45,23,22,0,0,0,45,23,22
C0116,28,538,802923,Narayanpet (NP),002000,2 BENGALI ,9,5,4,0,0,0,9,5,4
C0116,28,538,802923,Narayanpet (NP),002007, Bengali,9,5,4,0,0,0,9,5,4
C0116,28,538,802923,Narayanpet (NP),005000,5 GUJARATI,233,117,116,0,0,0,233,117,116
C0116,28,538,802923,Narayanpet (NP),005018, Gujarati,40,24,16,0,0,0,40,24,16
C0116,28,538,802923,Narayanpet (NP),005999,5 Others,193,93,100,0,0,0,193,93,100
C0116,28,538,802923,Narayanpet (NP),006000,6 HINDI ,1491,756,735,0,0,0,1491,756,735
C0116,28,538,802923,Narayanpet (NP),006240, Hindi,623,317,306,0,0,0,623,317,306
C0116,28,538,802923,Narayanpet (NP),006353, Lamani/Lambadi,46,24,22,0,0,0,46,24,22
C0116,28,538,802923,Narayanpet (NP),006400, Marwari,163,95,68,0,0,0,163,95,68
C0116,28,538,802923,Narayanpet (NP),006489, Rajasthani,38,17,21,0,0,0,38,17,21
C0116,28,538,802923,Narayanpet (NP),006999,6 Others,621,303,318,0,0,0,621,303,318
C0116,28,538,802923,Narayanpet (NP),007000,7 KANNADA,2873,1401,1472,0,0,0,2873,1401,1472
C0116,28,538,802923,Narayanpet (NP),007016, Kannada,2873,1401,1472,0,0,0,2873,1401,1472
C0116,28,538,802923,Narayanpet (NP),011000,11 MALAYALAM,10,6,4,0,0,0,10,6,4
C0116,28,538,802923,Narayanpet (NP),011016, Malayalam,10,6,4,0,0,0,10,6,4
C0116,28,538,802923,Narayanpet (NP),013000,13 MARATHI ,2807,1419,1388,0,0,0,2807,1419,1388
C0116,28,538,802923,Narayanpet (NP),013071, Marathi,2807,1419,1388,0,0,0,2807,1419,1388
C0116,28,538,802923,Narayanpet (NP),014000,14 NEPALI ,2,1,1,0,0,0,2,1,1
C0116,28,538,802923,Narayanpet (NP),014011, Nepali,2,1,1,0,0,0,2,1,1
C0116,28,538,802923,Narayanpet (NP),015000,15 ODIA ,14,12,2,0,0,0,14,12,2
C0116,28,538,802923,Narayanpet (NP),015043, Odia,14,12,2,0,0,0,14,12,2
C0116,28,538,802923,Narayanpet (NP),020000,20 TAMIL ,63,33,30,0,0,0,63,33,30
C0116,28,538,802923,Narayanpet (NP),020027, Tamil,48,26,22,0,0,0,48,26,22
C0116,28,538,802923,Narayanpet (NP),020029, Yerukala/Yerukula,15,7,8,0,0,0,15,7,8
C0116,28,538,802923,Narayanpet (NP),021000,21 TELUGU ,22690,11095,11595,0,0,0,22690,11095,11595
C0116,28,538,802923,Narayanpet (NP),021046, Telugu,22690,11095,11595,0,0,0,22690,11095,11595
C0116,28,538,802923,Narayanpet (NP),022000,22 URDU,10751,5423,5328,0,0,0,10751,5423,5328
C0116,28,538,802923,Narayanpet (NP),022015, Urdu,10751,5423,5328,0,0,0,10751,5423,5328
C0116,28,538,802923,Narayanpet (NP),040000,40 ENGLISH ,17,9,8,0,0,0,17,9,8
C0116,28,538,802923,Narayanpet (NP),040001, English,17,9,8,0,0,0,17,9,8
C0116,28,538,802923,Narayanpet (NP),124000,124 OTHERS,792,420,372,0,0,0,792,420,372
