AREA_NAME,ASSAMESE_2011,BENGALI _2011,BODO _2011,DOGRI _2011,GUJARATI_2011,Others_2011,HINDI _2011,KANNADA_2011,KASHMIRI _2011,KONKANI_2011,MAITHILI _2011,MALAYALAM_2011,MANIPURI _2011,MARATHI _2011,NEPALI _2011,ODIA _2011,PUNJABI _2011,SANSKRIT _2011,SINDHI_2011,TAMIL _2011,TELUGU _2011,URDU_2011,ADI _2011,ARABIC/ARBI _2011,BHOTIA _2011,COORGI/KODAGU _2011,ENGLISH _2011,KHASI _2011,KUKI_2011,KURUKH/ORAON _2011,LAHNDA _2011,Others _2011,LUSHAI/MIZO _2011,MARAM_2011,MUNDA_2011,MUNDARI _2011,NISSI/DAFLA _2011,SAVARA_2011,TIBETAN _2011,TULU _2011,OTHERS_2011,SANTALI _2011,AFGHANI/KABULI/PASHTO _2011,ANAL _2011,ANGAMI _2011,AO _2011,BHILI/BHILODI _2011,BHUMIJ _2011,CHAKRU/CHOKRI _2011,DIMASA _2011,GANGTE _2011,GARO _2011,GONDI_2011,HALAM _2011,HMAR_2011,HO_2011,KABUI _2011,KARBI/MIKIR _2011,KHANDESHI_2011,KHARIA _2011,KHEZHA _2011,KISAN _2011,KOCH _2011,KODA/KORA _2011,KOM_2011,KONDA_2011,KORKU _2011,KORWA _2011,KUI _2011,LADAKHI _2011,LAHAULI _2011,LAKHER_2011,LEPCHA _2011,LIMBU _2011,LOTHA _2011,MAO_2011,MARING _2011,MISHMI _2011,MOGH _2011,MONPA _2011,NICOBARESE _2011,PAITE_2011,PARJI _2011,POCHURY_2011,RABHA _2011,RENGMA _2011,SANGTAM _2011,SEMA_2011,TANGKHUL _2011,THADO _2011,TRIPURI _2011,VAIPHEI _2011,ZELIANG _2011,ZEMI _2011,KINNAURI _2011,MALTO _2011,RAI _2011,TAMANG _2011,CHAKHESANG _2011,CHANG _2011,HALABI_2011,KOLAMI _2011,MIRI/MISHING_2011,SHERPA _2011,TANGSA_2011,YIMCHUNGRE_2011,BISHNUPURIYA_2011,DEORI _2011,GADABA _2011,JATAPU _2011,KHIEMNUNGAN_2011,KHOND/KONDH _2011,KONYAK _2011,NOCTE _2011,SHINA_2011,WANCHO_2011,ZOU _2011,KOYA _2011,LIANGMEI _2011,PHOM _2011,BALTI _2011,PAWI _2011,JUANG _2011,LALUNG _2011,TOTAL_2011,ASSAMESE_P_2011,BENGALI _P_2011,BODO _P_2011,DOGRI _P_2011,GUJARATI_P_2011,Others_P_2011,HINDI _P_2011,KANNADA_P_2011,KASHMIRI _P_2011,KONKANI_P_2011,MAITHILI _P_2011,MALAYALAM_P_2011,MANIPURI _P_2011,MARATHI _P_2011,NEPALI _P_2011,ODIA _P_2011,PUNJABI _P_2011,SANSKRIT _P_2011,SINDHI_P_2011,TAMIL _P_2011,TELUGU _P_2011,URDU_P_2011,ADI _P_2011,ARABIC/ARBI _P_2011,BHOTIA _P_2011,COORGI/KODAGU _P_2011,ENGLISH _P_2011,KHASI _P_2011,KUKI_P_2011,KURUKH/ORAON _P_2011,LAHNDA _P_2011,Others _P_2011,LUSHAI/MIZO _P_2011,MARAM_P_2011,MUNDA_P_2011,MUNDARI _P_2011,NISSI/DAFLA _P_2011,SAVARA_P_2011,TIBETAN _P_2011,TULU _P_2011,OTHERS_P_2011,SANTALI _P_2011,AFGHANI/KABULI/PASHTO _P_2011,ANAL _P_2011,ANGAMI _P_2011,AO _P_2011,BHILI/BHILODI _P_2011,BHUMIJ _P_2011,CHAKRU/CHOKRI _P_2011,DIMASA _P_2011,GANGTE _P_2011,GARO _P_2011,GONDI_P_2011,HALAM _P_2011,HMAR_P_2011,HO_P_2011,KABUI _P_2011,KARBI/MIKIR _P_2011,KHANDESHI_P_2011,KHARIA _P_2011,KHEZHA _P_2011,KISAN _P_2011,KOCH _P_2011,KODA/KORA _P_2011,KOM_P_2011,KONDA_P_2011,KORKU _P_2011,KORWA _P_2011,KUI _P_2011,LADAKHI _P_2011,LAHAULI _P_2011,LAKHER_P_2011,LEPCHA _P_2011,LIMBU _P_2011,LOTHA _P_2011,MAO_P_2011,MARING _P_2011,MISHMI _P_2011,MOGH _P_2011,MONPA _P_2011,NICOBARESE _P_2011,PAITE_P_2011,PARJI _P_2011,POCHURY_P_2011,RABHA _P_2011,RENGMA _P_2011,SANGTAM _P_2011,SEMA_P_2011,TANGKHUL _P_2011,THADO _P_2011,TRIPURI _P_2011,VAIPHEI _P_2011,ZELIANG _P_2011,ZEMI _P_2011,KINNAURI _P_2011,MALTO _P_2011,RAI _P_2011,TAMANG _P_2011,CHAKHESANG _P_2011,CHANG _P_2011,HALABI_P_2011,KOLAMI _P_2011,MIRI/MISHING_P_2011,SHERPA _P_2011,TANGSA_P_2011,YIMCHUNGRE_P_2011,BISHNUPURIYA_P_2011,DEORI _P_2011,GADABA _P_2011,JATAPU _P_2011,KHIEMNUNGAN_P_2011,KHOND/KONDH _P_2011,KONYAK _P_2011,NOCTE _P_2011,SHINA_P_2011,WANCHO_P_2011,ZOU _P_2011,KOYA _P_2011,LIANGMEI _P_2011,PHOM _P_2011,BALTI _P_2011,PAWI _P_2011,JUANG _P_2011,LALUNG _P_2011,ASSAMESE_1991,BENGALI_1991,GURJARATI_1991,HINDI_1991,KANNADA_1991,KASHMIRI_1991,KONKANI_1991,MALAYALAM_1991,MANIPURI_1991,MARATHI_1991,NEPALI_1991,ORIYA_1991,PUNJABI_1991,SANSKRIT_1991,SINDHI_1991,TAMIL_1991,TELUGU_1991,URDU_1991,TOTAL_1991,ASSAMESE_P_1991,BENGALI_P_1991,GURJARATI_P_1991,HINDI_P_1991,KANNADA_P_1991,KASHMIRI_P_1991,KONKANI_P_1991,MALAYALAM_P_1991,MANIPURI_P_1991,MARATHI_P_1991,NEPALI_P_1991,ORIYA_P_1991,PUNJABI_P_1991,SANSKRIT_P_1991,SINDHI_P_1991,TAMIL_P_1991,TELUGU_P_1991,URDU_P_1991
ANDHRA PRADESH,2199,36212,576,732.0,53598,5,864740,134192,549.0,2574,1185.0,52740,1115.0,240402,9066,97839,22512,434.0,11111.0,325660,21316887,4999581,45.0,726.0,69.0,53.0,10985,28.0,66.0,57.0,35.0,30.0,249.0,1.0,50.0,41.0,7.0,946.0,16.0,515.0,10711,194.0,14.0,2.0,17.0,29.0,4412.0,8.0,2.0,17.0,0.0,24.0,8938.0,6.0,16.0,12.0,29.0,0.0,3.0,67.0,6.0,0.0,10.0,3.0,3.0,1195.0,3.0,5.0,24.0,2.0,2.0,11.0,3.0,0.0,18.0,10.0,0.0,1.0,2.0,6.0,5.0,22.0,16.0,4.0,0.0,4.0,0.0,9.0,8.0,41.0,37.0,16.0,1.0,0.0,11.0,4.0,0.0,1.0,1.0,3.0,4.0,590.0,0.0,19.0,3.0,0.0,0.0,6.0,58.0,50.0,0.0,105.0,6.0,0.0,0.0,7.0,30.0,4406.0,7.0,3.0,0.0,0.0,0.0,0.0,28219110.0,7.792591616106957e-05,0.0012832438726806,2.0411699731139643e-05,2.5939868408323296e-05,0.0018993511843569,1.771848934994761e-07,0.0306437729609473,0.0047553590456963,1.9454901306242477e-05,9.121478317353028e-05,4.199281975937583e-05,0.0018689462566324,3.9512231250383165e-05,0.0085191205534122,0.0003212716488932,0.003467118559019,0.000797757264492,1.537964875575452e-05,0.0003937402703345,0.0115404064834078,0.7554060705670732,0.1771700454054008,1.5946640414952846e-06,2.572724653612393e-05,2.4451515302927698e-06,1.8781598710944464e-06,0.0003892752110183,9.92235403597066e-07,2.338840594193084e-06,2.0199077858940277e-06,1.2402942544963324e-06,1.0631093609968565e-06,8.823807696273908e-06,3.543697869989521e-08,1.7718489349947603e-06,1.4529161266957037e-06,2.480588508992665e-07,3.352338185010087e-05,5.669916591983234e-07,1.8250044030446037e-05,0.0003795654788545,6.874773867779671e-06,4.96117701798533e-07,7.087395739979044e-08,6.024286378982186e-07,1.0276723822969612e-06,0.0001563479500239,2.834958295991617e-07,7.087395739979044e-08,6.024286378982186e-07,0.0,8.504874887974851e-07,0.0003167357156196,2.126218721993713e-07,5.669916591983234e-07,4.252437443987426e-07,1.0276723822969612e-06,0.0,1.0631093609968565e-07,2.3742775728929792e-06,2.126218721993713e-07,0.0,3.5436978699895215e-07,1.0631093609968565e-07,1.0631093609968565e-07,4.234718954637478e-05,1.0631093609968565e-07,1.771848934994761e-07,8.504874887974851e-07,7.087395739979044e-08,7.087395739979044e-08,3.898067656988473e-07,1.0631093609968565e-07,0.0,6.378656165981139e-07,3.5436978699895215e-07,0.0,3.543697869989521e-08,7.087395739979044e-08,2.126218721993713e-07,1.771848934994761e-07,7.796135313976946e-07,5.669916591983234e-07,1.4174791479958085e-07,0.0,1.4174791479958085e-07,0.0,3.189328082990569e-07,2.834958295991617e-07,1.4529161266957037e-06,1.3111682118961228e-06,5.669916591983234e-07,3.543697869989521e-08,0.0,3.898067656988473e-07,1.4174791479958085e-07,0.0,3.543697869989521e-08,3.543697869989521e-08,1.0631093609968565e-07,1.4174791479958085e-07,2.0907817432938177e-05,0.0,6.73302595298009e-07,1.0631093609968565e-07,0.0,0.0,2.126218721993713e-07,2.0553447645939224e-06,1.7718489349947603e-06,0.0,3.720882763488997e-06,2.126218721993713e-07,0.0,0.0,2.480588508992665e-07,1.0631093609968565e-06,0.0001561353281517,2.480588508992665e-07,1.0631093609968565e-07,0.0,0.0,0.0,0.0,1302.0,30281.0,43844.0,1841290.0,519507.0,612.0,3794.0,66409.0,221.0,503609.0,6634.0,259947.0,24773.0,199.0,12919.0,753484.0,56375755.0,5560154.0,66004734.0,1.972585784528728e-05,0.0004587701239732,0.0006642553850758,0.0278963324054907,0.0078707536341256,9.272062212992176e-06,5.748072554917046e-05,0.0010061248031088,3.348244688024953e-06,0.0076298921225862,0.0001005079423545,0.0039383084249684,0.0003753215640562,3.0149352620677177e-06,0.0001957283851791,0.01141560543218,0.8541168425888968,0.0842387153624465
ARUNACHAL PRADESH,18786,33905,2037,428.0,98,757,47495,219,68.0,29,1804.0,2460,1704.0,789,30183,2102,1962,4.0,10.0,432,707,679,47265.0,2.0,7504.0,0.0,39,107.0,83.0,269.0,2.0,3.0,433.0,8.0,249.0,84.0,76303.0,142.0,948.0,1.0,9566,111.0,0.0,4.0,19.0,224.0,4.0,0.0,2.0,8.0,3.0,386.0,2.0,1.0,7.0,6.0,22.0,168.0,0.0,43.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,11.0,0.0,7.0,8.0,52.0,16.0,60.0,1.0,4973.0,8.0,3432.0,1.0,33.0,1.0,0.0,32.0,28.0,0.0,20.0,35.0,24.0,55.0,4.0,1.0,1.0,3.0,0.0,102.0,361.0,2.0,1.0,1.0,0.0,2530.0,80.0,3425.0,4.0,29.0,446.0,0.0,0.0,8.0,0.0,1.0,6167.0,0.0,5465.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,318129.0,0.0590515168375093,0.106576263088244,0.0064030629084428,0.00134536618793,0.0003080511364886,0.0023795378604276,0.149294782933967,0.0006883999886838,0.0002137497681758,9.11579893690924e-05,0.0056706556145463,0.007732712201654,0.0053563177201701,0.002480125986628,0.0948766066595626,0.0066073825397873,0.0061673094876606,1.2573515775047227e-05,3.1433789437618075e-05,0.0013579397037051,0.0022223689132395,0.0021343543028142,0.1485718057769018,6.286757887523615e-06,0.0235879155939886,0.0,0.0001225917788067,0.0003363415469825,0.0002609004523322,0.0008455689358719,6.286757887523615e-06,9.430136831285422e-06,0.0013610830826488,2.5147031550094455e-05,0.0007827013569966,0.0002640438312759,0.2398492435458571,0.0004463598100141,0.0029799232386861,3.1433789437618072e-06,0.0300695629760254,0.0003489150627575,0.0,1.2573515775047227e-05,5.9724199931474336e-05,0.0007041168834026,1.2573515775047227e-05,0.0,6.286757887523615e-06,2.5147031550094455e-05,9.430136831285422e-06,0.001213344272292,6.286757887523615e-06,3.1433789437618072e-06,2.200365260633265e-05,1.8860273662570844e-05,6.915433676275976e-05,0.0005280876625519,0.0,0.0001351652945817,0.0,0.0,2.200365260633265e-05,0.0,0.0,0.0,2.200365260633265e-05,0.0,3.1433789437618072e-06,3.457716838137988e-05,0.0,2.200365260633265e-05,2.5147031550094455e-05,0.0001634557050756,5.029406310018892e-05,0.0001886027366257,3.1433789437618072e-06,0.0156320234873274,2.5147031550094455e-05,0.0107880765349905,3.1433789437618072e-06,0.0001037315051441,3.1433789437618072e-06,0.0,0.0001005881262003,8.80146104253306e-05,0.0,6.286757887523615e-05,0.0001100182630316,7.544109465028338e-05,0.0001728858419068,1.2573515775047227e-05,3.1433789437618072e-06,3.1433789437618072e-06,9.430136831285422e-06,0.0,0.0003206246522637,0.001134759798698,6.286757887523615e-06,3.1433789437618072e-06,3.1433789437618072e-06,0.0,0.0079527487277173,0.0002514703155009,0.0107660728823841,1.2573515775047227e-05,9.11579893690924e-05,0.0014019470089177,0.0,0.0,2.5147031550094455e-05,0.0,3.1433789437618072e-06,0.019385217946179,0.0,0.0171785659276582,0.0,0.0,3.1433789437618072e-06,2.200365260633265e-05,3.1433789437618072e-06,0.0,0.0,3.1433789437618072e-06,48222.0,70771.0,140.0,63196.0,182.0,46.0,74.0,5046.0,1137.0,548.0,81176.0,9211.0,2061.0,6.0,25.0,887.0,1333.0,1370.0,285431.0,0.168944508480158,0.247944336809947,0.0004904863171834,0.2214055235766262,0.0006376322123385,0.0001611597899317,0.0002592570533684,0.0176785282607705,0.0039834495902687,0.0019199035844039,0.2843979805977626,0.0322704961969793,0.0072206592836797,2.1020842165006604e-05,8.758684235419418e-05,0.0031075811667268,0.0046701304343256,0.0047997589610098
ASSAM,2055522,1461903,50131,401.0,1101,41,546789,631,72.0,71,4682.0,1923,27711.0,2091,69494,9144,13281,50.0,326.0,1478,14810,3146,173.0,310.0,27.0,3.0,612,1400.0,4109.0,1593.0,2.0,23.0,1722.0,0.0,664.0,229.0,95.0,395.0,87.0,26.0,12335,2238.0,41.0,13.0,48.0,503.0,534.0,8.0,3.0,14007.0,36.0,6048.0,28.0,206.0,6655.0,7.0,1305.0,46509.0,0.0,299.0,5.0,0.0,358.0,0.0,2.0,0.0,0.0,18.0,0.0,1.0,4.0,7.0,3.0,0.0,32.0,54.0,0.0,152.0,31.0,19.0,0.0,229.0,7.0,0.0,3091.0,370.0,5.0,43.0,100.0,295.0,340.0,175.0,13.0,3520.0,0.0,111.0,25.0,51.0,7.0,0.0,0.0,0.0,11180.0,0.0,88.0,12.0,8236.0,1573.0,0.0,0.0,1.0,0.0,0.0,46.0,1.0,12.0,17.0,0.0,6.0,0.0,1.0,1.0,0.0,1273.0,4398606.0,0.4673121438928606,0.3323559782349226,0.0113970198740237,9.116524644398704e-05,0.000250306574401,9.321134923200668e-06,0.124309610817609,0.0001434545399156,1.636882230415727e-05,1.6141477549932866e-05,0.0010644281392786,0.0004371839623735,0.0062999504843125,0.0004753778810832,0.0157990963500709,0.0020788404326279,0.0030193656808543,1.1367237711220328e-05,7.411438987715654e-05,0.0003360155467436,0.0033669758100634,0.0007152265967899,3.933064248082233e-05,7.047687380956603e-05,6.138308364058977e-06,6.820342626732196e-07,0.0001391349895853,0.0003182826559141,0.000934159595108,0.0003621601934794,4.546895084488131e-07,5.22892934716135e-06,0.0003914876667744,0.0,0.000150956916805,5.20619487173891e-05,2.1597751651318623e-05,8.980117791864058e-05,1.977899361752337e-05,5.91096360983457e-06,0.002804297543358,0.0005087975599542,9.321134923200668e-06,2.955481804917285e-06,1.0912548202771514e-05,0.0001143544113748,0.0001214020987558,1.8187580337952523e-06,6.820342626732196e-07,0.0031844179724212,8.184411152078636e-06,0.0013749810735492,6.365653118283384e-06,4.683301937022775e-05,0.0015129793393634,1.591413279570846e-06,0.0002966849042628,0.0105735771742229,0.0,6.797608151309756e-05,1.1367237711220329e-06,0.0,8.138942201233754e-05,0.0,4.546895084488131e-07,0.0,0.0,4.092205576039318e-06,0.0,2.2734475422440654e-07,9.093790168976262e-07,1.591413279570846e-06,6.820342626732196e-07,0.0,7.275032135181009e-06,1.2276616728117954e-05,0.0,3.45564026421098e-05,7.047687380956603e-06,4.319550330263725e-06,0.0,5.20619487173891e-05,1.591413279570846e-06,0.0,0.0007027226353076,8.411755906303043e-05,1.1367237711220329e-06,9.775824431649482e-06,2.2734475422440656e-05,6.706670249619994e-05,7.729721643629822e-05,3.978533198927115e-05,2.955481804917285e-06,0.0008002535348699,0.0,2.523526771890913e-05,5.683618855610164e-06,1.1594582465444736e-05,1.591413279570846e-06,0.0,0.0,0.0,0.0025417143522288,0.0,2.0006338371747777e-05,2.7281370506928786e-06,0.0018724113957922,0.0003576132983949,0.0,0.0,2.2734475422440654e-07,0.0,0.0,1.04578586943227e-05,2.2734475422440654e-07,2.7281370506928786e-06,3.864860821814911e-06,0.0,1.3640685253464393e-06,0.0,2.2734475422440654e-07,2.2734475422440654e-07,0.0,0.0002894098721276,12958088.0,4856532.0,5484.0,1035474.0,565.0,88.0,609.0,3575.0,126987.0,1533.0,432519.0,140782.0,14289.0,7.0,852.0,1770.0,22816.0,3935.0,19605905.0,0.6609278174101119,0.2477076166593687,0.0002797116480978,0.0528143944388183,2.8817848500235007e-05,4.488443660213593e-06,3.1062070330341806e-05,0.0001823430236961,0.0064769772168129,7.819072876258453e-05,0.0220606495849082,0.007180591765593,0.0007288110393271,3.570352911533541e-07,4.345629543752252e-05,9.027892362020524e-05,0.0011637310289935,0.0002007048386697
BIHAR,640,76713,7,104.0,1586,1,9316604,199,230.0,17,667058.0,1018,81.0,811,1887,1074,7534,347.0,1186.0,586,762,1647924,21.0,3093.0,9.0,87.0,2154,0.0,3.0,10101.0,0.0,25.0,28.0,0.0,140.0,483.0,8.0,0.0,17.0,25.0,3661,11178.0,0.0,0.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,231.0,0.0,0.0,2.0,64.0,1.0,0.0,1.0,76.0,0.0,3.0,0.0,13.0,0.0,0.0,14.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,82.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11758042.0,5.4430831255748194e-05,0.0065243005595659,5.953372168597459e-07,8.845010079059082e-06,0.0001348864037056,8.504817383710657e-08,0.7923601565634822,1.6924586593584205e-05,1.9561079982534503e-05,1.4458189552308114e-06,0.0567320647434326,8.657904096617448e-05,6.888902080805631e-06,6.897406898189342e-05,0.0001604859040306,9.134173870105244e-05,0.0006407529416887,2.951171632147597e-05,0.0001008671341708,4.983822986854444e-05,6.480670846387519e-05,0.1401529268223399,1.7860116505792376e-06,0.0002630540016781,7.65433564533959e-07,7.39919112382827e-06,0.0001831937664451,0.0,2.551445215113197e-07,0.0008590716039286,0.0,2.126204345927664e-06,2.381348867438984e-06,0.0,1.1906744337194917e-05,4.107826796332247e-05,6.803853906968524e-07,0.0,1.4458189552308114e-06,2.126204345927664e-06,0.0003113613644176,0.0009506684871511,0.0,0.0,8.504817383710657e-08,0.0,1.0205780860452787e-06,5.102890430226394e-07,0.0,0.0,0.0,0.0,1.3607707813937049e-06,1.700963476742131e-07,0.0,1.964612815637161e-05,0.0,0.0,1.700963476742131e-07,5.44308312557482e-06,8.504817383710657e-08,0.0,8.504817383710657e-08,6.463661211620098e-06,0.0,2.551445215113197e-07,0.0,1.1056262598823853e-06,0.0,0.0,1.1906744337194918e-06,1.700963476742131e-07,0.0,0.0,8.504817383710657e-08,2.551445215113197e-07,0.0,0.0,8.504817383710657e-08,0.0,0.0,8.504817383710657e-08,0.0,0.0,8.504817383710657e-08,0.0,0.0,0.0,1.700963476742131e-07,0.0,3.401926953484262e-07,0.0,0.0,0.0,8.504817383710657e-08,7.314142949991164e-06,0.0,0.0,0.0,6.973950254642737e-06,8.504817383710657e-08,0.0,1.700963476742131e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.252408691855328e-07,0.0,5.102890430226394e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,2523040.0,21589.0,69845979.0,934.0,191.0,348.0,15157.0,0.0,7745.0,21122.0,404443.0,84956.0,802.0,4766.0,16304.0,33008.0,8542463.0,81523411.0,6.9182581185176365e-06,0.0309486559633771,0.0002648196356749,0.8567597717421318,1.1456831706906869e-05,2.342885284817143e-06,4.268712456106627e-06,0.0001859220537276,0.0,9.500338497857996e-05,0.0002590912198215,0.0049610657238078,0.0010421055615545,9.837664913211247e-06,5.846173438449478e-05,0.0001999916318516,0.0004048898297447,0.1047853971664654
DAMAN & DIU,1048,4847,21,2.0,71551,2,82601,413,3.0,142,978.0,1124,12.0,10192,1195,3958,218,2.0,365.0,308,452,928,2.0,15.0,0.0,2.0,173,0.0,0.0,21.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,24.0,1675,81.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182855.0,0.005731317163873,0.0265073418829126,0.0001148450958409,1.093762817533018e-05,0.3912991167865248,1.093762817533018e-05,0.4517295124552241,0.0022586202182056,1.640644226299527e-05,0.0007765716004484,0.0053485001777364,0.0061469470345355,6.562576905198108e-05,0.0557381531814826,0.0065352328347597,0.0216455661589784,0.0011922014711109,1.093762817533018e-05,0.0019961171419977,0.0016843947390008,0.0024719039676246,0.0050750594733532,1.093762817533018e-05,8.203221131497634e-05,0.0,1.093762817533018e-05,0.000946104837166,0.0,0.0,0.0001148450958409,0.0,1.093762817533018e-05,0.0,0.0,1.640644226299527e-05,2.7344070438325448e-05,0.0,0.0,0.0,0.0001312515381039,0.009160263596839,0.0004429739411008,0.0,0.0,0.0,0.0,0.0024773727817122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921932678898581e-05,3.281288452599054e-05,1.640644226299527e-05,0.0,0.0,0.0,2.187525635066036e-05,1.093762817533018e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4688140876650894e-06,3.828169861365563e-05,0.0,0.0,0.0,0.0,0.0,2.7344070438325448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134.0,92579.0,3645.0,167.0,0.0,158.0,283.0,0.0,1256.0,81.0,46.0,134.0,0.0,80.0,100.0,95.0,84.0,98843.0,1.0117054318464636e-05,0.0013556852786742,0.9366267717491376,0.0368766629908035,0.0016895480711835,0.0,0.0015984945823174,0.0028631263721254,0.0,0.0127070202239915,0.0008194813997956,0.0004653844986493,0.0013556852786742,0.0,0.0008093643454771,0.0010117054318464,0.0009611201602541,0.000849832562751
GOA,770,5816,27,105.0,5976,3,123091,53972,281.0,546538,224.0,11205,243.0,87079,1982,4214,1641,670.0,571.0,5663,8793,36079,3.0,64.0,2.0,56.0,7655,13.0,1.0,83.0,62.0,7.0,31.0,0.0,17.0,63.0,2.0,8.0,51.0,785.0,1497,46.0,14.0,4.0,2.0,5.0,699.0,0.0,0.0,2.0,0.0,7.0,144.0,0.0,0.0,0.0,2.0,1.0,8.0,34.0,0.0,0.0,1.0,0.0,109.0,0.0,231.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,23.0,106.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906824.0,0.0008491173590465,0.0064135929353435,2.977424505747532e-05,0.000115788730779,0.0065900329060545,3.308249450830591e-06,0.1357385777173961,0.0595176131200762,0.0003098726985611,0.6026946794526832,0.0002470159589953,0.0123563116988522,0.0002679682055172,0.0960263513096256,0.002185650137182,0.0046469877286,0.0018096124496043,0.0007388423773521,0.0006296701454747,0.0062448722133512,0.0096964791403844,0.0397861106455056,3.308249450830591e-06,7.057598828438595e-05,2.205499633887061e-06,6.17539897488377e-05,0.0084415498487027,1.4335747620265896e-05,1.1027498169435305e-06,9.152823480631302e-05,6.837048865049889e-05,7.719248718604713e-06,3.4185244325249443e-05,0.0,1.874674688804001e-05,6.947323846744241e-05,2.205499633887061e-06,8.821998535548244e-06,5.624024066412005e-05,0.0008656586063006,0.0016508164759644,5.07264915794024e-05,1.5438497437209425e-05,4.410999267774122e-06,2.205499633887061e-06,5.513749084717652e-06,0.0007708221220435,0.0,0.0,2.205499633887061e-06,0.0,7.719248718604713e-06,0.0001587959736398,0.0,0.0,0.0,2.205499633887061e-06,1.1027498169435305e-06,8.821998535548244e-06,3.749349377608003e-05,0.0,0.0,1.1027498169435305e-06,0.0,0.0001201997300468,0.0,0.0002547352077139,5.513749084717652e-06,1.1027498169435305e-06,4.410999267774122e-06,0.0,0.0,1.1027498169435305e-06,1.1027498169435305e-06,1.1027498169435305e-06,3.308249450830591e-06,0.0,1.1027498169435305e-06,0.0,0.0,0.0,0.0,1.1027498169435305e-06,0.0,0.0,1.1027498169435305e-06,0.0,4.410999267774122e-06,4.410999267774122e-06,0.0,1.1027498169435305e-06,0.0,1.1027498169435305e-06,0.0,2.205499633887061e-06,0.0,0.0,2.205499633887061e-06,2.205499633887061e-06,1.1027498169435305e-06,2.53632457897012e-05,0.000116891480596,2.205499633887061e-06,1.1027498169435305e-06,3.308249450830591e-06,1.1027498169435305e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,1839.0,4461.0,37073.0,54323.0,212.0,602626.0,12962.0,36.0,390270.0,960.0,683.0,1830.0,8.0,372.0,6818.0,7949.0,39944.0,1162511.0,0.0001247300025548,0.0015819205151607,0.0038373830441174,0.0318904509290664,0.0467290201985185,0.0001823638658042,0.5183830518592942,0.0111500020214862,3.096744891016085e-05,0.3357129523935687,0.0008257986376042,0.0005875213223788,0.0015741786529331,6.881655313369078e-06,0.0003199969720716,0.0058648907408187,0.0068377847607463,0.0343601049796518
